"Location","Year","Series","Series Code","Month","Permits"
"Bexar County, TX",2020,"Units in 5+-Unit Multifamily Structures",6,9,22
"Bexar County, TX",2020,"Units in 5+-Unit Multifamily Structures",6,10,440
"Bexar County, TX",2020,"Units in 5+-Unit Multifamily Structures",6,11,344
"Bexar County, TX",2020,"Units in 5+-Unit Multifamily Structures",6,12,357
"Bexar County, TX",2021,"Total Units",1,1,"1,419"
"Bexar County, TX",2021,"Total Units",1,2,"1,228"
"Bexar County, TX",2021,"Total Units",1,3,"1,624"
"Bexar County, TX",2021,"Total Units",1,4,"1,348"
"Bexar County, TX",2021,"Total Units",1,5,887
"Bexar County, TX",2021,"Total Units",1,6,"1,733"
"Bexar County, TX",2021,"Total Units",1,7,"1,494"
"Bexar County, TX",2021,"Total Units",1,8,"1,744"
"Bexar County, TX",2021,"Total Units",1,9,"1,012"
"Bexar County, TX",2021,"Total Units",1,10,"1,013"
"Bexar County, TX",2021,"Total Units",1,11,"1,089"
"Bexar County, TX",2021,"Total Units",1,12,698
"Bexar County, TX",2021,"Units in Single Family Structures",2,1,698
"Bexar County, TX",2021,"Units in Single Family Structures",2,2,593
"Bexar County, TX",2021,"Units in Single Family Structures",2,3,869
"Bexar County, TX",2021,"Units in Single Family Structures",2,4,673
"Bexar County, TX",2021,"Units in Single Family Structures",2,5,818
"Bexar County, TX",2021,"Units in Single Family Structures",2,6,636
"Bexar County, TX",2021,"Units in Single Family Structures",2,7,612
"Bexar County, TX",2021,"Units in Single Family Structures",2,8,713
"Bexar County, TX",2021,"Units in Single Family Structures",2,9,583
"Bexar County, TX",2021,"Units in Single Family Structures",2,10,675
"Bexar County, TX",2021,"Units in Single Family Structures",2,11,457
"Bexar County, TX",2021,"Units in Single Family Structures",2,12,382
"Bexar County, TX",2021,"Units in All Multifamily Structures",3,1,721
"Bexar County, TX",2021,"Units in All Multifamily Structures",3,2,635
"Bexar County, TX",2021,"Units in All Multifamily Structures",3,3,755
"Bexar County, TX",2021,"Units in All Multifamily Structures",3,4,675
"Bexar County, TX",2021,"Units in All Multifamily Structures",3,5,69
"Bexar County, TX",2021,"Units in All Multifamily Structures",3,6,"1,097"
"Bexar County, TX",2021,"Units in All Multifamily Structures",3,7,882
"Bexar County, TX",2021,"Units in All Multifamily Structures",3,8,"1,031"
"Bexar County, TX",2021,"Units in All Multifamily Structures",3,9,429
"Bexar County, TX",2021,"Units in All Multifamily Structures",3,10,338
"Bexar County, TX",2021,"Units in All Multifamily Structures",3,11,632
"Bexar County, TX",2021,"Units in All Multifamily Structures",3,12,316
"Bexar County, TX",2021,"Units in 2-Unit Multifamily Structures",4,1,0
"Bexar County, TX",2021,"Units in 2-Unit Multifamily Structures",4,2,0
"Bexar County, TX",2021,"Units in 2-Unit Multifamily Structures",4,3,0
"Bexar County, TX",2021,"Units in 2-Unit Multifamily Structures",4,4,0
"Bexar County, TX",2021,"Units in 2-Unit Multifamily Structures",4,5,0
"Bexar County, TX",2021,"Units in 2-Unit Multifamily Structures",4,6,2
"Bexar County, TX",2021,"Units in 2-Unit Multifamily Structures",4,7,0
"Bexar County, TX",2021,"Units in 2-Unit Multifamily Structures",4,8,0
"Bexar County, TX",2021,"Units in 2-Unit Multifamily Structures",4,9,0
"Bexar County, TX",2021,"Units in 2-Unit Multifamily Structures",4,10,0
"Bexar County, TX",2021,"Units in 2-Unit Multifamily Structures",4,11,0
"Bexar County, TX",2021,"Units in 2-Unit Multifamily Structures",4,12,0
"Bexar County, TX",2021,"Units in 3 & 4-Unit Multifamily Structures",5,1,0
"Bexar County, TX",2021,"Units in 3 & 4-Unit Multifamily Structures",5,2,0
"Bexar County, TX",2021,"Units in 3 & 4-Unit Multifamily Structures",5,3,0
"Bexar County, TX",2021,"Units in 3 & 4-Unit Multifamily Structures",5,4,3
"Bexar County, TX",2021,"Units in 3 & 4-Unit Multifamily Structures",5,5,0
"Bexar County, TX",2021,"Units in 3 & 4-Unit Multifamily Structures",5,6,0
"Bexar County, TX",2021,"Units in 3 & 4-Unit Multifamily Structures",5,7,96
"Bexar County, TX",2021,"Units in 3 & 4-Unit Multifamily Structures",5,8,0
"Bexar County, TX",2021,"Units in 3 & 4-Unit Multifamily Structures",5,9,4
"Bexar County, TX",2021,"Units in 3 & 4-Unit Multifamily Structures",5,10,0
"Bexar County, TX",2021,"Units in 3 & 4-Unit Multifamily Structures",5,11,0
"Bexar County, TX",2021,"Units in 3 & 4-Unit Multifamily Structures",5,12,0
"Bexar County, TX",2021,"Units in 5+-Unit Multifamily Structures",6,1,721
"Bexar County, TX",2021,"Units in 5+-Unit Multifamily Structures",6,2,635
