"Location","Year","Series","Series Code","Month","Permits"
"Travis County, TX",2021,"Units in 3 & 4-Unit Multifamily Structures",5,9,8
"Travis County, TX",2021,"Units in 3 & 4-Unit Multifamily Structures",5,10,0
"Travis County, TX",2021,"Units in 3 & 4-Unit Multifamily Structures",5,11,33
"Travis County, TX",2021,"Units in 3 & 4-Unit Multifamily Structures",5,12,3
"Travis County, TX",2021,"Units in 5+-Unit Multifamily Structures",6,1,"2,306"
"Travis County, TX",2021,"Units in 5+-Unit Multifamily Structures",6,2,"2,273"
"Travis County, TX",2021,"Units in 5+-Unit Multifamily Structures",6,3,"1,566"
"Travis County, TX",2021,"Units in 5+-Unit Multifamily Structures",6,4,772
"Travis County, TX",2021,"Units in 5+-Unit Multifamily Structures",6,5,"1,501"
"Travis County, TX",2021,"Units in 5+-Unit Multifamily Structures",6,6,"1,350"
"Travis County, TX",2021,"Units in 5+-Unit Multifamily Structures",6,7,"1,408"
"Travis County, TX",2021,"Units in 5+-Unit Multifamily Structures",6,8,"3,315"
"Travis County, TX",2021,"Units in 5+-Unit Multifamily Structures",6,9,584
"Travis County, TX",2021,"Units in 5+-Unit Multifamily Structures",6,10,936
"Travis County, TX",2021,"Units in 5+-Unit Multifamily Structures",6,11,"1,601"
"Travis County, TX",2021,"Units in 5+-Unit Multifamily Structures",6,12,"1,809"
"Travis County, TX",2022,"Total Units",1,1,"1,664"
"Travis County, TX",2022,"Total Units",1,2,"1,557"
"Travis County, TX",2022,"Total Units",1,3,"3,383"
"Travis County, TX",2022,"Total Units",1,4,"2,666"
"Travis County, TX",2022,"Total Units",1,5,"3,297"
"Travis County, TX",2022,"Total Units",1,6,"3,216"
"Travis County, TX",2022,"Total Units",1,7,"1,809"
"Travis County, TX",2022,"Total Units",1,8,"1,281"
"Travis County, TX",2022,"Total Units",1,9,"1,917"
"Travis County, TX",2022,"Total Units",1,10,"1,881"
"Travis County, TX",2022,"Total Units",1,11,"1,391"
"Travis County, TX",2022,"Total Units",1,12,"1,783"
"Travis County, TX",2022,"Units in Single Family Structures",2,1,706
"Travis County, TX",2022,"Units in Single Family Structures",2,2,631
"Travis County, TX",2022,"Units in Single Family Structures",2,3,853
"Travis County, TX",2022,"Units in Single Family Structures",2,4,957
"Travis County, TX",2022,"Units in Single Family Structures",2,5,603
"Travis County, TX",2022,"Units in Single Family Structures",2,6,813
"Travis County, TX",2022,"Units in Single Family Structures",2,7,635
"Travis County, TX",2022,"Units in Single Family Structures",2,8,610
"Travis County, TX",2022,"Units in Single Family Structures",2,9,442
"Travis County, TX",2022,"Units in Single Family Structures",2,10,532
"Travis County, TX",2022,"Units in Single Family Structures",2,11,402
"Travis County, TX",2022,"Units in Single Family Structures",2,12,370
"Travis County, TX",2022,"Units in All Multifamily Structures",3,1,958
"Travis County, TX",2022,"Units in All Multifamily Structures",3,2,926
"Travis County, TX",2022,"Units in All Multifamily Structures",3,3,"2,530"
"Travis County, TX",2022,"Units in All Multifamily Structures",3,4,"1,709"
"Travis County, TX",2022,"Units in All Multifamily Structures",3,5,"2,694"
"Travis County, TX",2022,"Units in All Multifamily Structures",3,6,"2,403"
"Travis County, TX",2022,"Units in All Multifamily Structures",3,7,"1,174"
"Travis County, TX",2022,"Units in All Multifamily Structures",3,8,671
"Travis County, TX",2022,"Units in All Multifamily Structures",3,9,"1,475"
"Travis County, TX",2022,"Units in All Multifamily Structures",3,10,"1,349"
"Travis County, TX",2022,"Units in All Multifamily Structures",3,11,989
"Travis County, TX",2022,"Units in All Multifamily Structures",3,12,"1,413"
"Travis County, TX",2022,"Units in 2-Unit Multifamily Structures",4,1,36
"Travis County, TX",2022,"Units in 2-Unit Multifamily Structures",4,2,22
"Travis County, TX",2022,"Units in 2-Unit Multifamily Structures",4,3,26
"Travis County, TX",2022,"Units in 2-Unit Multifamily Structures",4,4,12
"Travis County, TX",2022,"Units in 2-Unit Multifamily Structures",4,5,20
"Travis County, TX",2022,"Units in 2-Unit Multifamily Structures",4,6,12
"Travis County, TX",2022,"Units in 2-Unit Multifamily Structures",4,7,10
"Travis County, TX",2022,"Units in 2-Unit Multifamily Structures",4,8,12
"Travis County, TX",2022,"Units in 2-Unit Multifamily Structures",4,9,24
"Travis County, TX",2022,"Units in 2-Unit Multifamily Structures",4,10,6
"Travis County, TX",2022,"Units in 2-Unit Multifamily Structures",4,11,62
"Travis County, TX",2022,"Units in 2-Unit Multifamily Structures",4,12,18
"Travis County, TX",2022,"Units in 3 & 4-Unit Multifamily Structures",5,1,3
"Travis County, TX",2022,"Units in 3 & 4-Unit Multifamily Structures",5,2,19
"Travis County, TX",2022,"Units in 3 & 4-Unit Multifamily Structures",5,3,26
"Travis County, TX",2022,"Units in 3 & 4-Unit Multifamily Structures",5,4,3
"Travis County, TX",2022,"Units in 3 & 4-Unit Multifamily Structures",5,5,6
"Travis County, TX",2022,"Units in 3 & 4-Unit Multifamily Structures",5,6,4
"Travis County, TX",2022,"Units in 3 & 4-Unit Multifamily Structures",5,7,3
"Travis County, TX",2022,"Units in 3 & 4-Unit Multifamily Structures",5,8,8
"Travis County, TX",2022,"Units in 3 & 4-Unit Multifamily Structures",5,9,4
"Travis County, TX",2022,"Units in 3 & 4-Unit Multifamily Structures",5,10,0
"Travis County, TX",2022,"Units in 3 & 4-Unit Multifamily Structures",5,11,19
"Travis County, TX",2022,"Units in 3 & 4-Unit Multifamily Structures",5,12,28
"Travis County, TX",2022,"Units in 5+-Unit Multifamily Structures",6,1,919
"Travis County, TX",2022,"Units in 5+-Unit Multifamily Structures",6,2,885
"Travis County, TX",2022,"Units in 5+-Unit Multifamily Structures",6,3,"2,478"
"Travis County, TX",2022,"Units in 5+-Unit Multifamily Structures",6,4,"1,694"
"Travis County, TX",2022,"Units in 5+-Unit Multifamily Structures",6,5,"2,668"
"Travis County, TX",2022,"Units in 5+-Unit Multifamily Structures",6,6,"2,387"
"Travis County, TX",2022,"Units in 5+-Unit Multifamily Structures",6,7,"1,161"
"Travis County, TX",2022,"Units in 5+-Unit Multifamily Structures",6,8,651
"Travis County, TX",2022,"Units in 5+-Unit Multifamily Structures",6,9,"1,447"
"Travis County, TX",2022,"Units in 5+-Unit Multifamily Structures",6,10,"1,343"
"Travis County, TX",2022,"Units in 5+-Unit Multifamily Structures",6,11,908
"Travis County, TX",2022,"Units in 5+-Unit Multifamily Structures",6,12,"1,367"
